Compiler GNU
 Version 9.2.0
 CFLAGS -Ofast -march=native -funroll-all-loops -mavx2 -mavx
Total memory allocated 11444 Mbytes 
Loop size              953 Mfloats
size=4194304 rep=238 Mflop/s=1517.891 MByte/s=6071.565 
size=8388608 rep=119 Mflop/s=1448.716 MByte/s=5794.862 
size=16777216 rep=59 Mflop/s=1433.040 MByte/s=5732.160 
size=33554432 rep=29 Mflop/s=1372.752 MByte/s=5491.009 
size=67108864 rep=14 Mflop/s=1320.251 MByte/s=5281.003 
size=134217728 rep=7 Mflop/s=1298.656 MByte/s=5194.625 
size=268435456 rep=3 Mflop/s=1194.221 MByte/s=4776.885 
size=536870912 rep=1 Mflop/s=888.545 MByte/s=3554.179 
a[] = (float)k*m+b single thread
size=4096 rep=10000 Mflop/s=2102.618 MByte/s=4205.236 
size=8192 rep=10000 Mflop/s=2110.065 MByte/s=4220.129 
size=16384 rep=10000 Mflop/s=2116.362 MByte/s=4232.723 
size=32768 rep=10000 Mflop/s=2118.508 MByte/s=4237.016 
size=65536 rep=10000 Mflop/s=2119.246 MByte/s=4238.492 
size=131072 rep=7629 Mflop/s=2114.605 MByte/s=4229.210 
size=262144 rep=3814 Mflop/s=2115.540 MByte/s=4231.079 
size=524288 rep=1907 Mflop/s=2116.343 MByte/s=4232.686 
size=1048576 rep=953 Mflop/s=2116.691 MByte/s=4233.381 
size=2097152 rep=476 Mflop/s=2095.675 MByte/s=4191.349 
size=4194304 rep=238 Mflop/s=2007.282 MByte/s=4014.563 
size=8388608 rep=119 Mflop/s=1983.849 MByte/s=3967.699 
size=16777216 rep=59 Mflop/s=1986.892 MByte/s=3973.784 
size=33554432 rep=29 Mflop/s=1978.789 MByte/s=3957.578 
size=67108864 rep=14 Mflop/s=1946.154 MByte/s=3892.309 
size=134217728 rep=7 Mflop/s=1876.023 MByte/s=3752.046 
size=268435456 rep=3 Mflop/s=1721.944 MByte/s=3443.889 
size=536870912 rep=1 Mflop/s=1348.769 MByte/s=2697.538 
a[] =(float)k*m+b simple fork
size=4096 rep=10000 Mflop/s=23.908 MByte/s=47.817 
size=8192 rep=10000 Mflop/s=47.801 MByte/s=95.603 
size=16384 rep=10000 Mflop/s=95.765 MByte/s=191.530 
size=32768 rep=10000 Mflop/s=194.030 MByte/s=388.060 
size=65536 rep=10000 Mflop/s=415.197 MByte/s=830.393 
size=131072 rep=7629 Mflop/s=781.887 MByte/s=1563.774 
size=262144 rep=3814 Mflop/s=1483.000 MByte/s=2966.001 
size=524288 rep=1907 Mflop/s=2905.910 MByte/s=5811.821 
size=1048576 rep=953 Mflop/s=5614.037 MByte/s=11228.073 
size=2097152 rep=476 Mflop/s=8400.515 MByte/s=16801.031 
size=4194304 rep=238 Mflop/s=8238.606 MByte/s=16477.212 
size=8388608 rep=119 Mflop/s=6220.508 MByte/s=12441.015 
size=16777216 rep=59 Mflop/s=6535.525 MByte/s=13071.050 
size=33554432 rep=29 Mflop/s=6924.886 MByte/s=13849.771 
size=67108864 rep=14 Mflop/s=7149.849 MByte/s=14299.698 
size=134217728 rep=7 Mflop/s=7254.517 MByte/s=14509.035 
size=268435456 rep=3 Mflop/s=7243.717 MByte/s=14487.434 
size=536870912 rep=1 Mflop/s=7083.068 MByte/s=14166.136 
a[] =k*m+b simple fork
size=4096 rep=10000 Mflop/s=23.572 MByte/s=47.144 
size=8192 rep=10000 Mflop/s=47.256 MByte/s=94.512 
size=16384 rep=10000 Mflop/s=94.417 MByte/s=188.833 
size=32768 rep=10000 Mflop/s=189.625 MByte/s=379.250 
size=65536 rep=10000 Mflop/s=379.439 MByte/s=758.878 
size=131072 rep=7629 Mflop/s=796.666 MByte/s=1593.332 
size=262144 rep=3814 Mflop/s=1619.545 MByte/s=3239.090 
size=524288 rep=1907 Mflop/s=2871.067 MByte/s=5742.133 
size=1048576 rep=953 Mflop/s=5911.706 MByte/s=11823.413 
size=2097152 rep=476 Mflop/s=10419.780 MByte/s=20839.561 
size=4194304 rep=238 Mflop/s=13228.167 MByte/s=26456.333 
size=8388608 rep=119 Mflop/s=7536.269 MByte/s=15072.537 
size=16777216 rep=59 Mflop/s=7571.547 MByte/s=15143.093 
size=33554432 rep=29 Mflop/s=7436.299 MByte/s=14872.598 
size=67108864 rep=14 Mflop/s=6925.620 MByte/s=13851.240 
size=134217728 rep=7 Mflop/s=7500.758 MByte/s=15001.517 
size=268435456 rep=3 Mflop/s=7752.967 MByte/s=15505.935 
size=536870912 rep=1 Mflop/s=7828.153 MByte/s=15656.307 
a[] *= m single thread
size=4096 rep=10000 Mflop/s=3340.296 MByte/s=26722.364 
size=8192 rep=10000 Mflop/s=3393.946 MByte/s=27151.569 
size=16384 rep=10000 Mflop/s=3419.784 MByte/s=27358.270 
size=32768 rep=10000 Mflop/s=3433.710 MByte/s=27469.681 
size=65536 rep=10000 Mflop/s=3437.047 MByte/s=27496.378 
size=131072 rep=7629 Mflop/s=3435.525 MByte/s=27484.198 
size=262144 rep=3814 Mflop/s=3427.819 MByte/s=27422.551 
size=524288 rep=1907 Mflop/s=3423.186 MByte/s=27385.488 
size=1048576 rep=953 Mflop/s=3419.527 MByte/s=27356.219 
size=2097152 rep=476 Mflop/s=2945.041 MByte/s=23560.327 
size=4194304 rep=238 Mflop/s=1945.374 MByte/s=15562.990 
size=8388608 rep=119 Mflop/s=1949.804 MByte/s=15598.429 
size=16777216 rep=59 Mflop/s=1987.091 MByte/s=15896.731 
size=33554432 rep=29 Mflop/s=2019.920 MByte/s=16159.363 
size=67108864 rep=14 Mflop/s=2033.702 MByte/s=16269.616 
size=134217728 rep=7 Mflop/s=2030.554 MByte/s=16244.432 
size=268435456 rep=3 Mflop/s=2014.678 MByte/s=16117.427 
size=536870912 rep=1 Mflop/s=1990.943 MByte/s=15927.540 
a[] *= m simple fork
size=4096 rep=10000 Mflop/s=11.774 MByte/s=94.191 
size=8192 rep=10000 Mflop/s=23.523 MByte/s=188.180 
size=16384 rep=10000 Mflop/s=47.139 MByte/s=377.112 
size=32768 rep=10000 Mflop/s=94.491 MByte/s=755.928 
size=65536 rep=10000 Mflop/s=189.163 MByte/s=1513.308 
size=131072 rep=7629 Mflop/s=386.667 MByte/s=3093.336 
size=262144 rep=3814 Mflop/s=818.644 MByte/s=6549.154 
size=524288 rep=1907 Mflop/s=1412.741 MByte/s=11301.931 
size=1048576 rep=953 Mflop/s=3061.975 MByte/s=24495.799 
size=2097152 rep=476 Mflop/s=5298.505 MByte/s=42388.042 
size=4194304 rep=238 Mflop/s=6386.855 MByte/s=51094.843 
size=8388608 rep=119 Mflop/s=3336.278 MByte/s=26690.221 
size=16777216 rep=59 Mflop/s=3434.953 MByte/s=27479.621 
size=33554432 rep=29 Mflop/s=3600.028 MByte/s=28800.227 
size=67108864 rep=14 Mflop/s=3670.557 MByte/s=29364.454 
size=134217728 rep=7 Mflop/s=3674.535 MByte/s=29396.281 
size=268435456 rep=3 Mflop/s=3601.555 MByte/s=28812.439 
size=536870912 rep=1 Mflop/s=3527.537 MByte/s=28220.295 
a[] *= m cond wait
size=4096 rep=10000 Mflop/s=28.241 MByte/s=225.924 
size=8192 rep=10000 Mflop/s=56.411 MByte/s=451.284 
size=16384 rep=10000 Mflop/s=112.668 MByte/s=901.340 
size=32768 rep=10000 Mflop/s=224.473 MByte/s=1795.785 
size=65536 rep=10000 Mflop/s=446.961 MByte/s=3575.689 
size=131072 rep=7629 Mflop/s=881.084 MByte/s=7048.669 
size=262144 rep=3814 Mflop/s=1702.880 MByte/s=13623.042 
size=524288 rep=1907 Mflop/s=3100.046 MByte/s=24800.368 
size=1048576 rep=953 Mflop/s=4973.360 MByte/s=39786.881 
size=2097152 rep=476 Mflop/s=6793.952 MByte/s=54351.612 
size=4194304 rep=238 Mflop/s=6120.812 MByte/s=48966.499 
size=8388608 rep=119 Mflop/s=3533.123 MByte/s=28264.984 
size=16777216 rep=59 Mflop/s=3523.019 MByte/s=28184.152 
size=33554432 rep=29 Mflop/s=3650.564 MByte/s=29204.513 
size=67108864 rep=14 Mflop/s=3720.503 MByte/s=29764.025 
size=134217728 rep=7 Mflop/s=3695.297 MByte/s=29562.379 
size=268435456 rep=3 Mflop/s=3618.197 MByte/s=28945.574 
size=536870912 rep=1 Mflop/s=3528.314 MByte/s=28226.515 
a[] *= m barrier
size=4096 rep=10000 Mflop/s=86.318 MByte/s=690.542 
size=8192 rep=10000 Mflop/s=173.502 MByte/s=1388.014 
size=16384 rep=10000 Mflop/s=345.191 MByte/s=2761.531 
size=32768 rep=10000 Mflop/s=670.655 MByte/s=5365.239 
size=65536 rep=10000 Mflop/s=1342.999 MByte/s=10743.996 
size=131072 rep=7629 Mflop/s=2563.570 MByte/s=20508.560 
size=262144 rep=3814 Mflop/s=4480.886 MByte/s=35847.086 
size=524288 rep=1907 Mflop/s=6415.133 MByte/s=51321.065 
size=1048576 rep=953 Mflop/s=7440.501 MByte/s=59524.008 
size=2097152 rep=476 Mflop/s=8408.271 MByte/s=67266.167 
size=4194304 rep=238 Mflop/s=6424.590 MByte/s=51396.716 
size=8388608 rep=119 Mflop/s=3742.568 MByte/s=29940.541 
size=16777216 rep=59 Mflop/s=3659.167 MByte/s=29273.335 
size=33554432 rep=29 Mflop/s=3709.739 MByte/s=29677.913 
size=67108864 rep=14 Mflop/s=3724.820 MByte/s=29798.558 
size=134217728 rep=7 Mflop/s=3722.355 MByte/s=29778.839 
size=268435456 rep=3 Mflop/s=3636.943 MByte/s=29095.540 
size=536870912 rep=1 Mflop/s=3530.130 MByte/s=28241.037 
a[] += m
size=4096 rep=10000 Mflop/s=86.452 MByte/s=691.617 
size=8192 rep=10000 Mflop/s=172.695 MByte/s=1381.560 
size=16384 rep=10000 Mflop/s=342.471 MByte/s=2739.770 
size=32768 rep=10000 Mflop/s=674.738 MByte/s=5397.904 
size=65536 rep=10000 Mflop/s=1338.999 MByte/s=10711.995 
size=131072 rep=7629 Mflop/s=2562.288 MByte/s=20498.306 
size=262144 rep=3814 Mflop/s=4426.612 MByte/s=35412.892 
size=524288 rep=1907 Mflop/s=6323.480 MByte/s=50587.836 
size=1048576 rep=953 Mflop/s=7343.333 MByte/s=58746.667 
size=2097152 rep=476 Mflop/s=8237.762 MByte/s=65902.092 
size=4194304 rep=238 Mflop/s=6139.694 MByte/s=49117.553 
size=8388608 rep=119 Mflop/s=3730.345 MByte/s=29842.763 
size=16777216 rep=59 Mflop/s=3612.993 MByte/s=28903.944 
size=33554432 rep=29 Mflop/s=3723.469 MByte/s=29787.754 
size=67108864 rep=14 Mflop/s=3743.983 MByte/s=29951.867 
size=134217728 rep=7 Mflop/s=3700.446 MByte/s=29603.571 
size=268435456 rep=3 Mflop/s=3613.783 MByte/s=28910.263 
size=536870912 rep=1 Mflop/s=3528.207 MByte/s=28225.658 
a[] = a[]*m+b
size=4096 rep=10000 Mflop/s=173.521 MByte/s=694.086 
size=8192 rep=10000 Mflop/s=343.860 MByte/s=1375.440 
size=16384 rep=10000 Mflop/s=684.342 MByte/s=2737.369 
size=32768 rep=10000 Mflop/s=1347.303 MByte/s=5389.211 
size=65536 rep=10000 Mflop/s=2685.411 MByte/s=10741.644 
size=131072 rep=7629 Mflop/s=5078.615 MByte/s=20314.458 
size=262144 rep=3814 Mflop/s=8808.687 MByte/s=35234.747 
size=524288 rep=1907 Mflop/s=11966.714 MByte/s=47866.855 
size=1048576 rep=953 Mflop/s=14288.631 MByte/s=57154.525 
size=2097152 rep=476 Mflop/s=15274.221 MByte/s=61096.884 
size=4194304 rep=238 Mflop/s=12851.393 MByte/s=51405.573 
size=8388608 rep=119 Mflop/s=7420.188 MByte/s=29680.753 
size=16777216 rep=59 Mflop/s=7230.500 MByte/s=28922.001 
size=33554432 rep=29 Mflop/s=7429.107 MByte/s=29716.428 
size=67108864 rep=14 Mflop/s=7443.681 MByte/s=29774.725 
size=134217728 rep=7 Mflop/s=7400.932 MByte/s=29603.727 
size=268435456 rep=3 Mflop/s=7245.923 MByte/s=28983.694 
size=536870912 rep=1 Mflop/s=7049.763 MByte/s=28199.053 
x[] = a[]*b[]
size=4096 rep=10000 Mflop/s=86.773 MByte/s=1041.274 
size=8192 rep=10000 Mflop/s=171.416 MByte/s=2056.990 
size=16384 rep=10000 Mflop/s=343.554 MByte/s=4122.642 
size=32768 rep=10000 Mflop/s=685.799 MByte/s=8229.591 
size=65536 rep=10000 Mflop/s=1313.606 MByte/s=15763.268 
size=131072 rep=7629 Mflop/s=2582.650 MByte/s=30991.799 
size=262144 rep=3814 Mflop/s=4434.108 MByte/s=53209.297 
size=524288 rep=1907 Mflop/s=6250.405 MByte/s=75004.861 
size=1048576 rep=953 Mflop/s=3633.749 MByte/s=43604.990 
size=2097152 rep=476 Mflop/s=2245.425 MByte/s=26945.101 
size=4194304 rep=238 Mflop/s=2000.583 MByte/s=24006.995 
size=8388608 rep=119 Mflop/s=2007.902 MByte/s=24094.825 
size=16777216 rep=59 Mflop/s=2054.698 MByte/s=24656.378 
size=33554432 rep=29 Mflop/s=2076.719 MByte/s=24920.622 
size=67108864 rep=14 Mflop/s=2090.650 MByte/s=25087.799 
size=134217728 rep=7 Mflop/s=2097.073 MByte/s=25164.877 
size=268435456 rep=3 Mflop/s=2086.161 MByte/s=25033.931 
size=536870912 rep=1 Mflop/s=2076.351 MByte/s=24916.206 
x[] = a[]*b[]+x[]
size=4096 rep=10000 Mflop/s=172.767 MByte/s=1382.139 
size=8192 rep=10000 Mflop/s=342.218 MByte/s=2737.747 
size=16384 rep=10000 Mflop/s=689.000 MByte/s=5512.002 
size=32768 rep=10000 Mflop/s=1344.580 MByte/s=10756.638 
size=65536 rep=10000 Mflop/s=2628.031 MByte/s=21024.251 
size=131072 rep=7629 Mflop/s=4971.811 MByte/s=39774.485 
size=262144 rep=3814 Mflop/s=8661.634 MByte/s=69293.076 
size=524288 rep=1907 Mflop/s=12282.416 MByte/s=98259.326 
size=1048576 rep=953 Mflop/s=7401.124 MByte/s=59208.995 
size=2097152 rep=476 Mflop/s=4472.744 MByte/s=35781.950 
size=4194304 rep=238 Mflop/s=3996.135 MByte/s=31969.078 
size=8388608 rep=119 Mflop/s=4017.658 MByte/s=32141.267 
size=16777216 rep=59 Mflop/s=4112.814 MByte/s=32902.509 
size=33554432 rep=29 Mflop/s=4168.749 MByte/s=33349.996 
size=67108864 rep=14 Mflop/s=4189.700 MByte/s=33517.602 
size=134217728 rep=7 Mflop/s=4188.286 MByte/s=33506.286 
size=268435456 rep=3 Mflop/s=4174.722 MByte/s=33397.774 
size=536870912 rep=1 Mflop/s=4158.248 MByte/s=33265.987 
