Compiler GNU
 Version 9.2.0
 CFLAGS -Ofast -march=native -funroll-all-loops -mavx2 -mavx
Total memory allocated 488 Mbytes
Loop size              40 Mfloats
size=33554432 rep=1 Mflops=1686.196 MByte/s=20234.349 
4flop 3xfloat
size=4096 rep=10416 Mflops=12311.298 MByte/s=36933.895 
size=8192 rep=5208 Mflops=12330.914 MByte/s=36992.742 
size=16384 rep=2604 Mflops=12378.637 MByte/s=37135.912 
size=32768 rep=1302 Mflops=12276.973 MByte/s=36830.919 
size=65536 rep=651 Mflops=12300.057 MByte/s=36900.172 
size=131072 rep=325 Mflops=12297.728 MByte/s=36893.183 
size=262144 rep=162 Mflops=12336.124 MByte/s=37008.371 
size=524288 rep=81 Mflops=11893.719 MByte/s=35681.158 
size=1048576 rep=40 Mflops=6880.965 MByte/s=20642.895 
size=2097152 rep=20 Mflops=6197.728 MByte/s=18593.184 
size=4194304 rep=10 Mflops=6312.294 MByte/s=18936.881 
size=8388608 rep=5 Mflops=6039.267 MByte/s=18117.800 
size=16777216 rep=2 Mflops=6034.678 MByte/s=18104.033 
size=33554432 rep=1 Mflops=6049.471 MByte/s=18148.412 
6flop 3xfloat
size=4096 rep=10416 Mflops=15175.737 MByte/s=30351.474 
size=8192 rep=5208 Mflops=15014.318 MByte/s=30028.636 
size=16384 rep=2604 Mflops=14874.051 MByte/s=29748.101 
size=32768 rep=1302 Mflops=14898.001 MByte/s=29796.001 
size=65536 rep=651 Mflops=15035.251 MByte/s=30070.502 
size=131072 rep=325 Mflops=15151.699 MByte/s=30303.397 
size=262144 rep=162 Mflops=15149.340 MByte/s=30298.681 
size=524288 rep=81 Mflops=14617.823 MByte/s=29235.647 
size=1048576 rep=40 Mflops=10158.031 MByte/s=20316.062 
size=2097152 rep=20 Mflops=9198.147 MByte/s=18396.294 
size=4194304 rep=10 Mflops=9181.570 MByte/s=18363.140 
size=8388608 rep=5 Mflops=8970.864 MByte/s=17941.729 
size=16777216 rep=2 Mflops=8973.631 MByte/s=17947.262 
size=33554432 rep=1 Mflops=9013.769 MByte/s=18027.538 
8flop 3xfloat
size=4096 rep=10416 Mflops=16288.286 MByte/s=24432.429 
size=8192 rep=5208 Mflops=16457.645 MByte/s=24686.468 
size=16384 rep=2604 Mflops=16472.429 MByte/s=24708.644 
size=32768 rep=1302 Mflops=16473.274 MByte/s=24709.911 
size=65536 rep=651 Mflops=16315.758 MByte/s=24473.638 
size=131072 rep=325 Mflops=16286.226 MByte/s=24429.339 
size=262144 rep=162 Mflops=16403.836 MByte/s=24605.754 
size=524288 rep=81 Mflops=16068.278 MByte/s=24102.417 
size=1048576 rep=40 Mflops=13188.308 MByte/s=19782.461 
size=2097152 rep=20 Mflops=12333.424 MByte/s=18500.135 
size=4194304 rep=10 Mflops=12327.819 MByte/s=18491.728 
size=8388608 rep=5 Mflops=11992.254 MByte/s=17988.382 
size=16777216 rep=2 Mflops=11920.669 MByte/s=17881.004 
size=33554432 rep=1 Mflops=12030.159 MByte/s=18045.238 
10flop 3xfloat
size=4096 rep=10416 Mflops=16397.236 MByte/s=19676.683 
size=8192 rep=5208 Mflops=16515.134 MByte/s=19818.161 
size=16384 rep=2604 Mflops=16539.186 MByte/s=19847.023 
size=32768 rep=1302 Mflops=16564.202 MByte/s=19877.043 
size=65536 rep=651 Mflops=16555.893 MByte/s=19867.071 
size=131072 rep=325 Mflops=16519.677 MByte/s=19823.613 
size=262144 rep=162 Mflops=16523.273 MByte/s=19827.928 
size=524288 rep=81 Mflops=16157.670 MByte/s=19389.205 
size=1048576 rep=40 Mflops=14596.170 MByte/s=17515.404 
size=2097152 rep=20 Mflops=14129.940 MByte/s=16955.928 
size=4194304 rep=10 Mflops=14153.497 MByte/s=16984.196 
size=8388608 rep=5 Mflops=13992.026 MByte/s=16790.431 
size=16777216 rep=2 Mflops=13992.379 MByte/s=16790.855 
size=33554432 rep=1 Mflops=14042.008 MByte/s=16850.410 
12flop 3xfloat
size=4096 rep=10416 Mflops=16434.702 MByte/s=16434.702 
size=8192 rep=5208 Mflops=16531.237 MByte/s=16531.237 
size=16384 rep=2604 Mflops=16447.539 MByte/s=16447.539 
size=32768 rep=1302 Mflops=16573.411 MByte/s=16573.411 
size=65536 rep=651 Mflops=16576.405 MByte/s=16576.405 
size=131072 rep=325 Mflops=16530.188 MByte/s=16530.188 
size=262144 rep=162 Mflops=16561.065 MByte/s=16561.065 
size=524288 rep=81 Mflops=16367.479 MByte/s=16367.479 
size=1048576 rep=40 Mflops=15333.736 MByte/s=15333.736 
size=2097152 rep=20 Mflops=14748.574 MByte/s=14748.574 
size=4194304 rep=10 Mflops=14834.302 MByte/s=14834.302 
size=8388608 rep=5 Mflops=14735.517 MByte/s=14735.517 
size=16777216 rep=2 Mflops=14786.517 MByte/s=14786.517 
size=33554432 rep=1 Mflops=14674.387 MByte/s=14674.387 
