Compiler GNU
 Version 9.2.0
 CFLAGS -Ofast -march=native -funroll-all-loops -mavx2 -mavx
Total memory allocated 11444 Mbytes 
Loop size              953 Mfloats
size=4194304 rep=238 Mflop/s=1947.647 MByte/s=7790.588 
size=8388608 rep=119 Mflop/s=1716.340 MByte/s=6865.361 
size=16777216 rep=59 Mflop/s=1686.930 MByte/s=6747.720 
size=33554432 rep=29 Mflop/s=1661.516 MByte/s=6646.063 
size=67108864 rep=14 Mflop/s=1621.344 MByte/s=6485.376 
size=134217728 rep=7 Mflop/s=1538.259 MByte/s=6153.036 
size=268435456 rep=3 Mflop/s=1358.292 MByte/s=5433.168 
size=536870912 rep=1 Mflop/s=980.479 MByte/s=3921.914 
a[] = (float)k*m+b single thread
size=4096 rep=10000 Mflop/s=1913.709 MByte/s=3827.418 
size=8192 rep=10000 Mflop/s=1923.096 MByte/s=3846.193 
size=16384 rep=10000 Mflop/s=1967.840 MByte/s=3935.681 
size=32768 rep=10000 Mflop/s=1929.084 MByte/s=3858.168 
size=65536 rep=10000 Mflop/s=1924.075 MByte/s=3848.151 
size=131072 rep=7629 Mflop/s=1919.591 MByte/s=3839.182 
size=262144 rep=3814 Mflop/s=1914.416 MByte/s=3828.832 
size=524288 rep=1907 Mflop/s=1910.695 MByte/s=3821.390 
size=1048576 rep=953 Mflop/s=1913.564 MByte/s=3827.129 
size=2097152 rep=476 Mflop/s=1914.681 MByte/s=3829.361 
size=4194304 rep=238 Mflop/s=1906.010 MByte/s=3812.020 
size=8388608 rep=119 Mflop/s=1889.928 MByte/s=3779.857 
size=16777216 rep=59 Mflop/s=1888.456 MByte/s=3776.913 
size=33554432 rep=29 Mflop/s=1867.628 MByte/s=3735.256 
size=67108864 rep=14 Mflop/s=1840.006 MByte/s=3680.011 
size=134217728 rep=7 Mflop/s=1774.082 MByte/s=3548.163 
size=268435456 rep=3 Mflop/s=1647.281 MByte/s=3294.562 
size=536870912 rep=1 Mflop/s=1278.778 MByte/s=2557.556 
a[] =(float)k*m+b simple fork
size=4096 rep=10000 Mflop/s=46.447 MByte/s=92.893 
size=8192 rep=10000 Mflop/s=91.790 MByte/s=183.579 
size=16384 rep=10000 Mflop/s=185.034 MByte/s=370.068 
size=32768 rep=10000 Mflop/s=359.812 MByte/s=719.624 
size=65536 rep=10000 Mflop/s=713.662 MByte/s=1427.325 
size=131072 rep=7629 Mflop/s=1326.466 MByte/s=2652.932 
size=262144 rep=3814 Mflop/s=2489.883 MByte/s=4979.767 
size=524288 rep=1907 Mflop/s=4239.108 MByte/s=8478.215 
size=1048576 rep=953 Mflop/s=5254.327 MByte/s=10508.655 
size=2097152 rep=476 Mflop/s=6644.137 MByte/s=13288.274 
size=4194304 rep=238 Mflop/s=7012.495 MByte/s=14024.990 
size=8388608 rep=119 Mflop/s=7199.650 MByte/s=14399.300 
size=16777216 rep=59 Mflop/s=7343.580 MByte/s=14687.161 
size=33554432 rep=29 Mflop/s=7482.214 MByte/s=14964.428 
size=67108864 rep=14 Mflop/s=7986.104 MByte/s=15972.209 
size=134217728 rep=7 Mflop/s=7978.452 MByte/s=15956.903 
size=268435456 rep=3 Mflop/s=8319.312 MByte/s=16638.625 
size=536870912 rep=1 Mflop/s=8142.082 MByte/s=16284.164 
a[] =k*m+b simple fork
size=4096 rep=10000 Mflop/s=46.257 MByte/s=92.514 
size=8192 rep=10000 Mflop/s=92.805 MByte/s=185.610 
size=16384 rep=10000 Mflop/s=185.889 MByte/s=371.779 
size=32768 rep=10000 Mflop/s=364.590 MByte/s=729.180 
size=65536 rep=10000 Mflop/s=729.642 MByte/s=1459.284 
size=131072 rep=7629 Mflop/s=1430.458 MByte/s=2860.915 
size=262144 rep=3814 Mflop/s=2737.102 MByte/s=5474.204 
size=524288 rep=1907 Mflop/s=5256.276 MByte/s=10512.552 
size=1048576 rep=953 Mflop/s=9409.819 MByte/s=18819.638 
size=2097152 rep=476 Mflop/s=14725.589 MByte/s=29451.177 
size=4194304 rep=238 Mflop/s=18938.293 MByte/s=37876.587 
size=8388608 rep=119 Mflop/s=22483.012 MByte/s=44966.023 
size=16777216 rep=59 Mflop/s=20551.023 MByte/s=41102.046 
size=33554432 rep=29 Mflop/s=16179.952 MByte/s=32359.905 
size=67108864 rep=14 Mflop/s=17321.661 MByte/s=34643.323 
size=134217728 rep=7 Mflop/s=17577.755 MByte/s=35155.509 
size=268435456 rep=3 Mflop/s=16917.303 MByte/s=33834.606 
size=536870912 rep=1 Mflop/s=16237.823 MByte/s=32475.647 
a[] *= m single thread
size=4096 rep=10000 Mflop/s=3802.037 MByte/s=30416.294 
size=8192 rep=10000 Mflop/s=3868.958 MByte/s=30951.664 
size=16384 rep=10000 Mflop/s=3898.997 MByte/s=31191.974 
size=32768 rep=10000 Mflop/s=3912.865 MByte/s=31302.919 
size=65536 rep=10000 Mflop/s=3910.950 MByte/s=31287.599 
size=131072 rep=7629 Mflop/s=3924.984 MByte/s=31399.875 
size=262144 rep=3814 Mflop/s=3909.153 MByte/s=31273.221 
size=524288 rep=1907 Mflop/s=3889.084 MByte/s=31112.672 
size=1048576 rep=953 Mflop/s=3892.791 MByte/s=31142.328 
size=2097152 rep=476 Mflop/s=3898.803 MByte/s=31190.421 
size=4194304 rep=238 Mflop/s=3380.029 MByte/s=27040.235 
size=8388608 rep=119 Mflop/s=2949.143 MByte/s=23593.145 
size=16777216 rep=59 Mflop/s=2961.525 MByte/s=23692.196 
size=33554432 rep=29 Mflop/s=2922.456 MByte/s=23379.647 
size=67108864 rep=14 Mflop/s=2976.726 MByte/s=23813.811 
size=134217728 rep=7 Mflop/s=2919.205 MByte/s=23353.643 
size=268435456 rep=3 Mflop/s=2958.338 MByte/s=23666.701 
size=536870912 rep=1 Mflop/s=2971.906 MByte/s=23775.250 
a[] *= m simple fork
size=4096 rep=10000 Mflop/s=23.334 MByte/s=186.674 
size=8192 rep=10000 Mflop/s=46.164 MByte/s=369.311 
size=16384 rep=10000 Mflop/s=90.464 MByte/s=723.714 
size=32768 rep=10000 Mflop/s=182.343 MByte/s=1458.744 
size=65536 rep=10000 Mflop/s=365.371 MByte/s=2922.965 
size=131072 rep=7629 Mflop/s=730.903 MByte/s=5847.223 
size=262144 rep=3814 Mflop/s=1372.404 MByte/s=10979.231 
size=524288 rep=1907 Mflop/s=2553.483 MByte/s=20427.866 
size=1048576 rep=953 Mflop/s=4476.619 MByte/s=35812.954 
size=2097152 rep=476 Mflop/s=7211.208 MByte/s=57689.666 
size=4194304 rep=238 Mflop/s=10836.944 MByte/s=86695.554 
size=8388608 rep=119 Mflop/s=12673.443 MByte/s=101387.546 
size=16777216 rep=59 Mflop/s=10137.542 MByte/s=81100.334 
size=33554432 rep=29 Mflop/s=8751.316 MByte/s=70010.529 
size=67108864 rep=14 Mflop/s=8263.938 MByte/s=66111.501 
size=134217728 rep=7 Mflop/s=8720.933 MByte/s=69767.467 
size=268435456 rep=3 Mflop/s=7720.705 MByte/s=61765.639 
size=536870912 rep=1 Mflop/s=9823.299 MByte/s=78586.392 
a[] *= m cond wait
size=4096 rep=10000 Mflop/s=58.611 MByte/s=468.889 
size=8192 rep=10000 Mflop/s=125.674 MByte/s=1005.390 
size=16384 rep=10000 Mflop/s=234.452 MByte/s=1875.612 
size=32768 rep=10000 Mflop/s=457.642 MByte/s=3661.135 
size=65536 rep=10000 Mflop/s=927.457 MByte/s=7419.656 
size=131072 rep=7629 Mflop/s=1795.355 MByte/s=14362.838 
size=262144 rep=3814 Mflop/s=3167.657 MByte/s=25341.257 
size=524288 rep=1907 Mflop/s=5370.913 MByte/s=42967.302 
size=1048576 rep=953 Mflop/s=7675.766 MByte/s=61406.125 
size=2097152 rep=476 Mflop/s=9894.937 MByte/s=79159.492 
size=4194304 rep=238 Mflop/s=11304.680 MByte/s=90437.443 
size=8388608 rep=119 Mflop/s=12832.335 MByte/s=102658.682 
size=16777216 rep=59 Mflop/s=8531.296 MByte/s=68250.369 
size=33554432 rep=29 Mflop/s=8745.987 MByte/s=69967.897 
size=67108864 rep=14 Mflop/s=9144.604 MByte/s=73156.832 
size=134217728 rep=7 Mflop/s=8758.040 MByte/s=70064.322 
size=268435456 rep=3 Mflop/s=9068.182 MByte/s=72545.458 
size=536870912 rep=1 Mflop/s=9237.280 MByte/s=73898.237 
a[] *= m barrier
size=4096 rep=10000 Mflop/s=141.935 MByte/s=1135.479 
size=8192 rep=10000 Mflop/s=249.766 MByte/s=1998.125 
size=16384 rep=10000 Mflop/s=531.316 MByte/s=4250.528 
size=32768 rep=10000 Mflop/s=893.496 MByte/s=7147.969 
size=65536 rep=10000 Mflop/s=1557.698 MByte/s=12461.585 
size=131072 rep=7629 Mflop/s=3023.980 MByte/s=24191.836 
size=262144 rep=3814 Mflop/s=5870.925 MByte/s=46967.398 
size=524288 rep=1907 Mflop/s=7345.861 MByte/s=58766.892 
size=1048576 rep=953 Mflop/s=8523.623 MByte/s=68188.986 
size=2097152 rep=476 Mflop/s=12763.543 MByte/s=102108.347 
size=4194304 rep=238 Mflop/s=11618.889 MByte/s=92951.114 
size=8388608 rep=119 Mflop/s=10155.590 MByte/s=81244.723 
size=16777216 rep=59 Mflop/s=8500.357 MByte/s=68002.857 
size=33554432 rep=29 Mflop/s=8536.763 MByte/s=68294.108 
size=67108864 rep=14 Mflop/s=9242.923 MByte/s=73943.383 
size=134217728 rep=7 Mflop/s=8900.134 MByte/s=71201.076 
size=268435456 rep=3 Mflop/s=8608.512 MByte/s=68868.095 
size=536870912 rep=1 Mflop/s=7680.920 MByte/s=61447.363 
a[] += m
size=4096 rep=10000 Mflop/s=153.747 MByte/s=1229.976 
size=8192 rep=10000 Mflop/s=247.270 MByte/s=1978.164 
size=16384 rep=10000 Mflop/s=492.656 MByte/s=3941.247 
size=32768 rep=10000 Mflop/s=977.281 MByte/s=7818.247 
size=65536 rep=10000 Mflop/s=1685.600 MByte/s=13484.803 
size=131072 rep=7629 Mflop/s=3101.714 MByte/s=24813.709 
size=262144 rep=3814 Mflop/s=5415.257 MByte/s=43322.053 
size=524288 rep=1907 Mflop/s=6983.339 MByte/s=55866.710 
size=1048576 rep=953 Mflop/s=8570.314 MByte/s=68562.516 
size=2097152 rep=476 Mflop/s=12458.770 MByte/s=99670.162 
size=4194304 rep=238 Mflop/s=12406.916 MByte/s=99255.325 
size=8388608 rep=119 Mflop/s=12533.785 MByte/s=100270.279 
size=16777216 rep=59 Mflop/s=9286.721 MByte/s=74293.765 
size=33554432 rep=29 Mflop/s=8780.650 MByte/s=70245.198 
size=67108864 rep=14 Mflop/s=8191.157 MByte/s=65529.258 
size=134217728 rep=7 Mflop/s=9395.956 MByte/s=75167.646 
size=268435456 rep=3 Mflop/s=8956.398 MByte/s=71651.186 
size=536870912 rep=1 Mflop/s=8817.082 MByte/s=70536.658 
a[] = a[]*m+b
size=4096 rep=10000 Mflop/s=267.029 MByte/s=1068.115 
size=8192 rep=10000 Mflop/s=522.780 MByte/s=2091.121 
size=16384 rep=10000 Mflop/s=945.453 MByte/s=3781.811 
size=32768 rep=10000 Mflop/s=1880.227 MByte/s=7520.907 
size=65536 rep=10000 Mflop/s=3371.703 MByte/s=13486.810 
size=131072 rep=7629 Mflop/s=6238.732 MByte/s=24954.928 
size=262144 rep=3814 Mflop/s=8148.117 MByte/s=32592.469 
size=524288 rep=1907 Mflop/s=13588.580 MByte/s=54354.318 
size=1048576 rep=953 Mflop/s=17398.553 MByte/s=69594.214 
size=2097152 rep=476 Mflop/s=15501.697 MByte/s=62006.786 
size=4194304 rep=238 Mflop/s=19202.187 MByte/s=76808.748 
size=8388608 rep=119 Mflop/s=18130.884 MByte/s=72523.538 
size=16777216 rep=59 Mflop/s=14698.521 MByte/s=58794.085 
size=33554432 rep=29 Mflop/s=16640.679 MByte/s=66562.715 
size=67108864 rep=14 Mflop/s=15778.262 MByte/s=63113.048 
size=134217728 rep=7 Mflop/s=16683.129 MByte/s=66732.516 
size=268435456 rep=3 Mflop/s=18350.553 MByte/s=73402.213 
size=536870912 rep=1 Mflop/s=19519.893 MByte/s=78079.571 
x[] = a[]*b[]
size=4096 rep=10000 Mflop/s=77.998 MByte/s=935.976 
size=8192 rep=10000 Mflop/s=236.188 MByte/s=2834.260 
size=16384 rep=10000 Mflop/s=342.508 MByte/s=4110.098 
size=32768 rep=10000 Mflop/s=712.972 MByte/s=8555.661 
size=65536 rep=10000 Mflop/s=1591.118 MByte/s=19093.411 
size=131072 rep=7629 Mflop/s=3241.922 MByte/s=38903.068 
size=262144 rep=3814 Mflop/s=4935.839 MByte/s=59230.063 
size=524288 rep=1907 Mflop/s=8647.979 MByte/s=103775.746 
size=1048576 rep=953 Mflop/s=10563.798 MByte/s=126765.570 
size=2097152 rep=476 Mflop/s=10319.766 MByte/s=123837.191 
size=4194304 rep=238 Mflop/s=6359.051 MByte/s=76308.611 
size=8388608 rep=119 Mflop/s=4072.983 MByte/s=48875.797 
size=16777216 rep=59 Mflop/s=3977.036 MByte/s=47724.435 
size=33554432 rep=29 Mflop/s=4085.200 MByte/s=49022.398 
size=67108864 rep=14 Mflop/s=3868.266 MByte/s=46419.190 
size=134217728 rep=7 Mflop/s=4028.144 MByte/s=48337.723 
size=268435456 rep=3 Mflop/s=3988.285 MByte/s=47859.419 
size=536870912 rep=1 Mflop/s=4350.056 MByte/s=52200.676 
x[] = a[]*b[]+x[]
size=4096 rep=10000 Mflop/s=273.736 MByte/s=2189.886 
size=8192 rep=10000 Mflop/s=485.751 MByte/s=3886.004 
size=16384 rep=10000 Mflop/s=1157.303 MByte/s=9258.427 
size=32768 rep=10000 Mflop/s=2100.988 MByte/s=16807.905 
size=65536 rep=10000 Mflop/s=3541.230 MByte/s=28329.837 
size=131072 rep=7629 Mflop/s=6672.374 MByte/s=53378.992 
size=262144 rep=3814 Mflop/s=8552.305 MByte/s=68418.443 
size=524288 rep=1907 Mflop/s=12585.262 MByte/s=100682.095 
size=1048576 rep=953 Mflop/s=18492.669 MByte/s=147941.356 
size=2097152 rep=476 Mflop/s=10376.518 MByte/s=83012.142 
size=4194304 rep=238 Mflop/s=9738.333 MByte/s=77906.666 
size=8388608 rep=119 Mflop/s=8016.156 MByte/s=64129.247 
size=16777216 rep=59 Mflop/s=8099.517 MByte/s=64796.140 
size=33554432 rep=29 Mflop/s=7673.276 MByte/s=61386.210 
size=67108864 rep=14 Mflop/s=7513.795 MByte/s=60110.363 
size=134217728 rep=7 Mflop/s=8515.683 MByte/s=68125.461 
size=268435456 rep=3 Mflop/s=8738.882 MByte/s=69911.058 
size=536870912 rep=1 Mflop/s=9522.210 MByte/s=76177.679 
