Compiler GNU
 Version 9.2.0
 CFLAGS -Ofast -march=native -mfma -mavx -funroll-all-loops
Total memory allocated 11444 Mbytes 
Loop size              953 Mfloats
size=8388608 rep=119 Mflop/s=1904.591 MByte/s=7618.365 
size=16777216 rep=59 Mflop/s=1892.036 MByte/s=7568.146 
size=33554432 rep=29 Mflop/s=1878.556 MByte/s=7514.224 
size=67108864 rep=14 Mflop/s=1839.039 MByte/s=7356.155 
size=134217728 rep=7 Mflop/s=1754.172 MByte/s=7016.687 
size=268435456 rep=3 Mflop/s=1567.003 MByte/s=6268.013 
size=536870912 rep=1 Mflop/s=1125.896 MByte/s=4503.586 
a[] = (float)k*m+b single thread
size=4096 rep=10000 Mflop/s=2295.758 MByte/s=4591.517 
size=8192 rep=10000 Mflop/s=2371.850 MByte/s=4743.700 
size=16384 rep=10000 Mflop/s=2304.937 MByte/s=4609.873 
size=32768 rep=10000 Mflop/s=2290.520 MByte/s=4581.039 
size=65536 rep=10000 Mflop/s=2371.574 MByte/s=4743.148 
size=131072 rep=7629 Mflop/s=2330.888 MByte/s=4661.777 
size=262144 rep=3814 Mflop/s=2100.403 MByte/s=4200.805 
size=524288 rep=1907 Mflop/s=2319.669 MByte/s=4639.339 
size=1048576 rep=953 Mflop/s=2334.829 MByte/s=4669.657 
size=2097152 rep=476 Mflop/s=2347.055 MByte/s=4694.110 
size=4194304 rep=238 Mflop/s=2355.131 MByte/s=4710.261 
size=8388608 rep=119 Mflop/s=2358.026 MByte/s=4716.052 
size=16777216 rep=59 Mflop/s=2341.790 MByte/s=4683.581 
size=33554432 rep=29 Mflop/s=2330.123 MByte/s=4660.245 
size=67108864 rep=14 Mflop/s=2286.138 MByte/s=4572.276 
size=134217728 rep=7 Mflop/s=2200.715 MByte/s=4401.430 
size=268435456 rep=3 Mflop/s=2010.935 MByte/s=4021.871 
size=536870912 rep=1 Mflop/s=1547.625 MByte/s=3095.251 
a[] =(float)k*m+b simple fork
size=4096 rep=10000 Mflop/s=142.401 MByte/s=284.803 
size=8192 rep=10000 Mflop/s=259.065 MByte/s=518.131 
size=16384 rep=10000 Mflop/s=478.924 MByte/s=957.848 
size=32768 rep=10000 Mflop/s=864.505 MByte/s=1729.009 
size=65536 rep=10000 Mflop/s=1528.765 MByte/s=3057.530 
size=131072 rep=7629 Mflop/s=1975.605 MByte/s=3951.209 
size=262144 rep=3814 Mflop/s=2542.511 MByte/s=5085.022 
size=524288 rep=1907 Mflop/s=2885.622 MByte/s=5771.244 
size=1048576 rep=953 Mflop/s=3197.738 MByte/s=6395.476 
size=2097152 rep=476 Mflop/s=3699.726 MByte/s=7399.451 
size=4194304 rep=238 Mflop/s=4147.501 MByte/s=8295.002 
size=8388608 rep=119 Mflop/s=4549.280 MByte/s=9098.561 
size=16777216 rep=59 Mflop/s=4652.160 MByte/s=9304.319 
size=33554432 rep=29 Mflop/s=6133.099 MByte/s=12266.198 
size=67108864 rep=14 Mflop/s=5459.198 MByte/s=10918.396 
size=134217728 rep=7 Mflop/s=5798.445 MByte/s=11596.890 
size=268435456 rep=3 Mflop/s=5622.566 MByte/s=11245.133 
size=536870912 rep=1 Mflop/s=6600.810 MByte/s=13201.619 
a[] =k*m+b simple fork
size=4096 rep=10000 Mflop/s=137.918 MByte/s=275.836 
size=8192 rep=10000 Mflop/s=289.367 MByte/s=578.734 
size=16384 rep=10000 Mflop/s=523.165 MByte/s=1046.330 
size=32768 rep=10000 Mflop/s=987.537 MByte/s=1975.074 
size=65536 rep=10000 Mflop/s=1834.456 MByte/s=3668.912 
size=131072 rep=7629 Mflop/s=3409.394 MByte/s=6818.787 
size=262144 rep=3814 Mflop/s=4635.240 MByte/s=9270.481 
size=524288 rep=1907 Mflop/s=6068.941 MByte/s=12137.883 
size=1048576 rep=953 Mflop/s=7890.466 MByte/s=15780.933 
size=2097152 rep=476 Mflop/s=6417.431 MByte/s=12834.862 
size=4194304 rep=238 Mflop/s=6681.017 MByte/s=13362.034 
size=8388608 rep=119 Mflop/s=7034.493 MByte/s=14068.986 
size=16777216 rep=59 Mflop/s=7007.396 MByte/s=14014.792 
size=33554432 rep=29 Mflop/s=7178.069 MByte/s=14356.138 
size=67108864 rep=14 Mflop/s=7242.781 MByte/s=14485.562 
size=134217728 rep=7 Mflop/s=7162.798 MByte/s=14325.595 
size=268435456 rep=3 Mflop/s=7282.984 MByte/s=14565.968 
size=536870912 rep=1 Mflop/s=7461.602 MByte/s=14923.203 
a[] *= m single thread
size=4096 rep=10000 Mflop/s=1958.985 MByte/s=15671.876 
size=8192 rep=10000 Mflop/s=3596.465 MByte/s=28771.716 
size=16384 rep=10000 Mflop/s=3619.449 MByte/s=28955.593 
size=32768 rep=10000 Mflop/s=3516.466 MByte/s=28131.728 
size=65536 rep=10000 Mflop/s=3572.104 MByte/s=28576.830 
size=131072 rep=7629 Mflop/s=3570.685 MByte/s=28565.477 
size=262144 rep=3814 Mflop/s=3548.475 MByte/s=28387.801 
size=524288 rep=1907 Mflop/s=3514.838 MByte/s=28118.701 
size=1048576 rep=953 Mflop/s=3071.207 MByte/s=24569.654 
size=2097152 rep=476 Mflop/s=2190.472 MByte/s=17523.776 
size=4194304 rep=238 Mflop/s=2166.410 MByte/s=17331.282 
size=8388608 rep=119 Mflop/s=2182.069 MByte/s=17456.552 
size=16777216 rep=59 Mflop/s=2200.725 MByte/s=17605.798 
size=33554432 rep=29 Mflop/s=2220.244 MByte/s=17761.953 
size=67108864 rep=14 Mflop/s=2250.740 MByte/s=18005.916 
size=134217728 rep=7 Mflop/s=2290.942 MByte/s=18327.537 
size=268435456 rep=3 Mflop/s=2212.754 MByte/s=17702.031 
size=536870912 rep=1 Mflop/s=2176.986 MByte/s=17415.888 
a[] *= m simple fork
size=4096 rep=10000 Mflop/s=68.384 MByte/s=547.070 
size=8192 rep=10000 Mflop/s=146.080 MByte/s=1168.640 
size=16384 rep=10000 Mflop/s=270.796 MByte/s=2166.367 
size=32768 rep=10000 Mflop/s=517.367 MByte/s=4138.937 
size=65536 rep=10000 Mflop/s=933.655 MByte/s=7469.241 
size=131072 rep=7629 Mflop/s=1655.250 MByte/s=13241.997 
size=262144 rep=3814 Mflop/s=2484.423 MByte/s=19875.382 
size=524288 rep=1907 Mflop/s=3422.019 MByte/s=27376.151 
size=1048576 rep=953 Mflop/s=3748.743 MByte/s=29989.948 
size=2097152 rep=476 Mflop/s=3390.163 MByte/s=27121.305 
size=4194304 rep=238 Mflop/s=3237.328 MByte/s=25898.626 
size=8388608 rep=119 Mflop/s=3424.597 MByte/s=27396.779 
size=16777216 rep=59 Mflop/s=3492.749 MByte/s=27941.994 
size=33554432 rep=29 Mflop/s=3470.494 MByte/s=27763.953 
size=67108864 rep=14 Mflop/s=3663.458 MByte/s=29307.665 
size=134217728 rep=7 Mflop/s=3567.581 MByte/s=28540.644 
size=268435456 rep=3 Mflop/s=3702.646 MByte/s=29621.169 
size=536870912 rep=1 Mflop/s=3706.225 MByte/s=29649.800 
a[] *= m cond wait
size=4096 rep=10000 Mflop/s=140.678 MByte/s=1125.426 
size=8192 rep=10000 Mflop/s=293.140 MByte/s=2345.117 
size=16384 rep=10000 Mflop/s=531.034 MByte/s=4248.272 
size=32768 rep=10000 Mflop/s=979.643 MByte/s=7837.141 
size=65536 rep=10000 Mflop/s=1652.995 MByte/s=13223.963 
size=131072 rep=7629 Mflop/s=2577.167 MByte/s=20617.339 
size=262144 rep=3814 Mflop/s=3585.961 MByte/s=28687.685 
size=524288 rep=1907 Mflop/s=4134.516 MByte/s=33076.128 
size=1048576 rep=953 Mflop/s=5350.911 MByte/s=42807.285 
size=2097152 rep=476 Mflop/s=3521.383 MByte/s=28171.062 
size=4194304 rep=238 Mflop/s=3356.413 MByte/s=26851.305 
size=8388608 rep=119 Mflop/s=3396.825 MByte/s=27174.600 
size=16777216 rep=59 Mflop/s=3479.936 MByte/s=27839.486 
size=33554432 rep=29 Mflop/s=3563.622 MByte/s=28508.980 
size=67108864 rep=14 Mflop/s=3635.366 MByte/s=29082.926 
size=134217728 rep=7 Mflop/s=3599.014 MByte/s=28792.115 
size=268435456 rep=3 Mflop/s=3680.598 MByte/s=29444.786 
size=536870912 rep=1 Mflop/s=3562.890 MByte/s=28503.120 
a[] *= m barrier
size=4096 rep=10000 Mflop/s=233.252 MByte/s=1866.015 
size=8192 rep=10000 Mflop/s=413.877 MByte/s=3311.016 
size=16384 rep=10000 Mflop/s=763.030 MByte/s=6104.236 
size=32768 rep=10000 Mflop/s=1350.271 MByte/s=10802.170 
size=65536 rep=10000 Mflop/s=1968.649 MByte/s=15749.192 
size=131072 rep=7629 Mflop/s=2514.294 MByte/s=20114.353 
size=262144 rep=3814 Mflop/s=3201.090 MByte/s=25608.717 
size=524288 rep=1907 Mflop/s=3203.286 MByte/s=25626.291 
size=1048576 rep=953 Mflop/s=3911.557 MByte/s=31292.454 
size=2097152 rep=476 Mflop/s=3152.115 MByte/s=25216.920 
size=4194304 rep=238 Mflop/s=3120.277 MByte/s=24962.217 
size=8388608 rep=119 Mflop/s=3255.466 MByte/s=26043.729 
size=16777216 rep=59 Mflop/s=3255.343 MByte/s=26042.745 
size=33554432 rep=29 Mflop/s=3645.085 MByte/s=29160.676 
size=67108864 rep=14 Mflop/s=3518.144 MByte/s=28145.153 
size=134217728 rep=7 Mflop/s=3657.728 MByte/s=29261.825 
size=268435456 rep=3 Mflop/s=3612.852 MByte/s=28902.819 
size=536870912 rep=1 Mflop/s=3700.578 MByte/s=29604.623 
a[] += m
size=4096 rep=10000 Mflop/s=232.047 MByte/s=1856.376 
size=8192 rep=10000 Mflop/s=442.046 MByte/s=3536.365 
size=16384 rep=10000 Mflop/s=763.723 MByte/s=6109.786 
size=32768 rep=10000 Mflop/s=1271.948 MByte/s=10175.588 
size=65536 rep=10000 Mflop/s=1779.033 MByte/s=14232.263 
size=131072 rep=7629 Mflop/s=2446.210 MByte/s=19569.678 
size=262144 rep=3814 Mflop/s=2976.797 MByte/s=23814.375 
size=524288 rep=1907 Mflop/s=3145.463 MByte/s=25163.702 
size=1048576 rep=953 Mflop/s=3546.973 MByte/s=28375.787 
size=2097152 rep=476 Mflop/s=3324.230 MByte/s=26593.842 
size=4194304 rep=238 Mflop/s=3295.920 MByte/s=26367.363 
size=8388608 rep=119 Mflop/s=3260.339 MByte/s=26082.714 
size=16777216 rep=59 Mflop/s=3418.159 MByte/s=27345.273 
size=33554432 rep=29 Mflop/s=3420.944 MByte/s=27367.553 
size=67108864 rep=14 Mflop/s=3577.131 MByte/s=28617.046 
size=134217728 rep=7 Mflop/s=3531.590 MByte/s=28252.716 
size=268435456 rep=3 Mflop/s=3601.510 MByte/s=28812.084 
size=536870912 rep=1 Mflop/s=3669.449 MByte/s=29355.594 
a[] = a[]*m+b
size=4096 rep=10000 Mflop/s=486.904 MByte/s=1947.616 
size=8192 rep=10000 Mflop/s=865.101 MByte/s=3460.404 
size=16384 rep=10000 Mflop/s=1463.568 MByte/s=5854.274 
size=32768 rep=10000 Mflop/s=2400.483 MByte/s=9601.932 
size=65536 rep=10000 Mflop/s=3553.624 MByte/s=14214.497 
size=131072 rep=7629 Mflop/s=4478.883 MByte/s=17915.532 
size=262144 rep=3814 Mflop/s=5477.424 MByte/s=21909.697 
size=524288 rep=1907 Mflop/s=5717.782 MByte/s=22871.128 
size=1048576 rep=953 Mflop/s=6386.639 MByte/s=25546.557 
size=2097152 rep=476 Mflop/s=6495.034 MByte/s=25980.138 
size=4194304 rep=238 Mflop/s=6815.461 MByte/s=27261.846 
size=8388608 rep=119 Mflop/s=6402.344 MByte/s=25609.377 
size=16777216 rep=59 Mflop/s=6614.255 MByte/s=26457.022 
size=33554432 rep=29 Mflop/s=6673.051 MByte/s=26692.204 
size=67108864 rep=14 Mflop/s=7049.116 MByte/s=28196.462 
size=134217728 rep=7 Mflop/s=7119.762 MByte/s=28479.050 
size=268435456 rep=3 Mflop/s=7321.205 MByte/s=29284.820 
size=536870912 rep=1 Mflop/s=7315.585 MByte/s=29262.339 
x[] = a[]*b[]
size=4096 rep=10000 Mflop/s=225.126 MByte/s=2701.508 
size=8192 rep=10000 Mflop/s=423.528 MByte/s=5082.341 
size=16384 rep=10000 Mflop/s=827.021 MByte/s=9924.246 
size=32768 rep=10000 Mflop/s=1521.805 MByte/s=18261.656 
size=65536 rep=10000 Mflop/s=2525.650 MByte/s=30307.802 
size=131072 rep=7629 Mflop/s=3606.312 MByte/s=43275.747 
size=262144 rep=3814 Mflop/s=4247.861 MByte/s=50974.326 
size=524288 rep=1907 Mflop/s=2143.588 MByte/s=25723.053 
size=1048576 rep=953 Mflop/s=1645.252 MByte/s=19743.029 
size=2097152 rep=476 Mflop/s=1663.501 MByte/s=19962.014 
size=4194304 rep=238 Mflop/s=1649.193 MByte/s=19790.318 
size=8388608 rep=119 Mflop/s=1676.232 MByte/s=20114.790 
size=16777216 rep=59 Mflop/s=1692.048 MByte/s=20304.573 
size=33554432 rep=29 Mflop/s=1714.435 MByte/s=20573.218 
size=67108864 rep=14 Mflop/s=1715.176 MByte/s=20582.111 
size=134217728 rep=7 Mflop/s=1736.902 MByte/s=20842.824 
size=268435456 rep=3 Mflop/s=1750.048 MByte/s=21000.579 
size=536870912 rep=1 Mflop/s=1762.911 MByte/s=21154.935 
x[] = a[]*b[]+x[]
size=4096 rep=10000 Mflop/s=457.154 MByte/s=3657.231 
size=8192 rep=10000 Mflop/s=916.423 MByte/s=7331.385 
size=16384 rep=10000 Mflop/s=1567.328 MByte/s=12538.625 
size=32768 rep=10000 Mflop/s=3130.337 MByte/s=25042.695 
size=65536 rep=10000 Mflop/s=4506.441 MByte/s=36051.524 
size=131072 rep=7629 Mflop/s=6373.531 MByte/s=50988.251 
size=262144 rep=3814 Mflop/s=8487.485 MByte/s=67899.883 
size=524288 rep=1907 Mflop/s=4261.383 MByte/s=34091.064 
size=1048576 rep=953 Mflop/s=3298.877 MByte/s=26391.017 
size=2097152 rep=476 Mflop/s=3253.486 MByte/s=26027.888 
size=4194304 rep=238 Mflop/s=3323.446 MByte/s=26587.566 
size=8388608 rep=119 Mflop/s=3362.355 MByte/s=26898.838 
size=16777216 rep=59 Mflop/s=3387.267 MByte/s=27098.137 
size=33554432 rep=29 Mflop/s=3438.269 MByte/s=27506.150 
size=67108864 rep=14 Mflop/s=3453.233 MByte/s=27625.862 
size=134217728 rep=7 Mflop/s=3494.762 MByte/s=27958.095 
size=268435456 rep=3 Mflop/s=3477.285 MByte/s=27818.279 
size=536870912 rep=1 Mflop/s=3458.241 MByte/s=27665.926 
