Compiler GNU
 Version 9.2.0
 CFLAGS -Ofast -march=native -funroll-all-loops -mavx2 -mavx
Total memory allocated 3906 Mbytes 
Loop size              325 Mfloats
size=2048 rep=166666 Mflops=16375.912 MByte/s=16375.912 
size=4096 rep=83333 Mflops=16430.450 MByte/s=16430.450 
size=8192 rep=41666 Mflops=16536.082 MByte/s=16536.082 
size=16384 rep=20833 Mflops=16566.527 MByte/s=16566.527 
size=32768 rep=10416 Mflops=16538.633 MByte/s=16538.633 
size=65536 rep=5208 Mflops=16571.522 MByte/s=16571.522 
size=131072 rep=2604 Mflops=16562.176 MByte/s=16562.176 
size=262144 rep=1302 Mflops=16514.434 MByte/s=16514.434 
size=524288 rep=651 Mflops=16327.942 MByte/s=16327.942 
size=1048576 rep=325 Mflops=15115.972 MByte/s=15115.972 
size=2097152 rep=162 Mflops=14703.983 MByte/s=14703.983 
size=4194304 rep=81 Mflops=14639.879 MByte/s=14639.879 
size=8388608 rep=40 Mflops=14576.436 MByte/s=14576.436 
size=16777216 rep=20 Mflops=14516.759 MByte/s=14516.759 
size=33554432 rep=10 Mflops=14594.594 MByte/s=14594.594 
size=67108864 rep=5 Mflops=14506.414 MByte/s=14506.414 
size=134217728 rep=2 Mflops=14516.179 MByte/s=14516.179 
size=268435456 rep=1 Mflops=14603.176 MByte/s=14603.176 
