Compiler GNU
 Version 9.2.0
 CFLAGS -Ofast -march=native -funroll-all-loops -mavx2 -mavx
Total memory allocated 11444 Mbytes 
Loop size              953 Mfloats
size=4194304 rep=238 Mflop/s=1932.278 MByte/s=7729.113 
size=8388608 rep=119 Mflop/s=1681.346 MByte/s=6725.384 
size=16777216 rep=59 Mflop/s=1653.467 MByte/s=6613.866 
size=33554432 rep=29 Mflop/s=1632.588 MByte/s=6530.350 
size=67108864 rep=14 Mflop/s=1594.241 MByte/s=6376.962 
size=134217728 rep=7 Mflop/s=1527.809 MByte/s=6111.236 
size=268435456 rep=3 Mflop/s=1431.665 MByte/s=5726.661 
size=536870912 rep=1 Mflop/s=1063.097 MByte/s=4252.387 
a[] = (float)k*m+b single thread
size=4096 rep=10000 Mflop/s=1935.047 MByte/s=3870.095 
size=8192 rep=10000 Mflop/s=1941.642 MByte/s=3883.284 
size=16384 rep=10000 Mflop/s=1950.150 MByte/s=3900.300 
size=32768 rep=10000 Mflop/s=1955.766 MByte/s=3911.533 
size=65536 rep=10000 Mflop/s=1944.823 MByte/s=3889.647 
size=131072 rep=7629 Mflop/s=1934.445 MByte/s=3868.890 
size=262144 rep=3814 Mflop/s=1931.987 MByte/s=3863.974 
size=524288 rep=1907 Mflop/s=1921.335 MByte/s=3842.670 
size=1048576 rep=953 Mflop/s=1922.403 MByte/s=3844.807 
size=2097152 rep=476 Mflop/s=1920.237 MByte/s=3840.474 
size=4194304 rep=238 Mflop/s=1897.851 MByte/s=3795.702 
size=8388608 rep=119 Mflop/s=1889.346 MByte/s=3778.691 
size=16777216 rep=59 Mflop/s=1880.685 MByte/s=3761.369 
size=33554432 rep=29 Mflop/s=1869.216 MByte/s=3738.431 
size=67108864 rep=14 Mflop/s=1842.062 MByte/s=3684.124 
size=134217728 rep=7 Mflop/s=1795.867 MByte/s=3591.734 
size=268435456 rep=3 Mflop/s=1671.742 MByte/s=3343.485 
size=536870912 rep=1 Mflop/s=1368.259 MByte/s=2736.518 
a[] =(float)k*m+b simple fork
size=4096 rep=10000 Mflop/s=21.085 MByte/s=42.169 
size=8192 rep=10000 Mflop/s=42.254 MByte/s=84.507 
size=16384 rep=10000 Mflop/s=85.134 MByte/s=170.268 
size=32768 rep=10000 Mflop/s=172.249 MByte/s=344.497 
size=65536 rep=10000 Mflop/s=333.986 MByte/s=667.973 
size=131072 rep=7629 Mflop/s=669.110 MByte/s=1338.220 
size=262144 rep=3814 Mflop/s=1307.517 MByte/s=2615.033 
size=524288 rep=1907 Mflop/s=2604.644 MByte/s=5209.288 
size=1048576 rep=953 Mflop/s=4893.582 MByte/s=9787.165 
size=2097152 rep=476 Mflop/s=7089.734 MByte/s=14179.468 
size=4194304 rep=238 Mflop/s=6621.200 MByte/s=13242.400 
size=8388608 rep=119 Mflop/s=7566.305 MByte/s=15132.611 
size=16777216 rep=59 Mflop/s=8904.353 MByte/s=17808.706 
size=33554432 rep=29 Mflop/s=9910.089 MByte/s=19820.179 
size=67108864 rep=14 Mflop/s=9880.278 MByte/s=19760.556 
size=134217728 rep=7 Mflop/s=13039.431 MByte/s=26078.862 
size=268435456 rep=3 Mflop/s=12607.523 MByte/s=25215.047 
size=536870912 rep=1 Mflop/s=12519.281 MByte/s=25038.562 
a[] =k*m+b simple fork
size=4096 rep=10000 Mflop/s=21.597 MByte/s=43.193 
size=8192 rep=10000 Mflop/s=42.579 MByte/s=85.158 
size=16384 rep=10000 Mflop/s=84.609 MByte/s=169.217 
size=32768 rep=10000 Mflop/s=170.907 MByte/s=341.814 
size=65536 rep=10000 Mflop/s=344.958 MByte/s=689.916 
size=131072 rep=7629 Mflop/s=682.336 MByte/s=1364.672 
size=262144 rep=3814 Mflop/s=1331.720 MByte/s=2663.440 
size=524288 rep=1907 Mflop/s=2653.900 MByte/s=5307.801 
size=1048576 rep=953 Mflop/s=5338.028 MByte/s=10676.056 
size=2097152 rep=476 Mflop/s=10343.828 MByte/s=20687.657 
size=4194304 rep=238 Mflop/s=16587.227 MByte/s=33174.454 
size=8388608 rep=119 Mflop/s=22110.498 MByte/s=44220.995 
size=16777216 rep=59 Mflop/s=19088.270 MByte/s=38176.539 
size=33554432 rep=29 Mflop/s=17583.028 MByte/s=35166.056 
size=67108864 rep=14 Mflop/s=19304.161 MByte/s=38608.322 
size=134217728 rep=7 Mflop/s=19276.906 MByte/s=38553.812 
size=268435456 rep=3 Mflop/s=19344.680 MByte/s=38689.360 
size=536870912 rep=1 Mflop/s=20661.187 MByte/s=41322.374 
a[] *= m single thread
size=4096 rep=10000 Mflop/s=3794.281 MByte/s=30354.251 
size=8192 rep=10000 Mflop/s=3787.697 MByte/s=30301.576 
size=16384 rep=10000 Mflop/s=3889.649 MByte/s=31117.195 
size=32768 rep=10000 Mflop/s=3906.895 MByte/s=31255.156 
size=65536 rep=10000 Mflop/s=3910.220 MByte/s=31281.758 
size=131072 rep=7629 Mflop/s=3861.643 MByte/s=30893.147 
size=262144 rep=3814 Mflop/s=3884.356 MByte/s=31074.846 
size=524288 rep=1907 Mflop/s=3872.265 MByte/s=30978.121 
size=1048576 rep=953 Mflop/s=3879.895 MByte/s=31039.161 
size=2097152 rep=476 Mflop/s=3786.292 MByte/s=30290.335 
size=4194304 rep=238 Mflop/s=3357.356 MByte/s=26858.850 
size=8388608 rep=119 Mflop/s=2953.751 MByte/s=23630.004 
size=16777216 rep=59 Mflop/s=2943.036 MByte/s=23544.286 
size=33554432 rep=29 Mflop/s=2944.523 MByte/s=23556.187 
size=67108864 rep=14 Mflop/s=2943.488 MByte/s=23547.906 
size=134217728 rep=7 Mflop/s=2943.668 MByte/s=23549.345 
size=268435456 rep=3 Mflop/s=2952.481 MByte/s=23619.848 
size=536870912 rep=1 Mflop/s=2943.997 MByte/s=23551.978 
a[] *= m simple fork
size=4096 rep=10000 Mflop/s=10.642 MByte/s=85.134 
size=8192 rep=10000 Mflop/s=21.133 MByte/s=169.067 
size=16384 rep=10000 Mflop/s=42.432 MByte/s=339.453 
size=32768 rep=10000 Mflop/s=84.422 MByte/s=675.376 
size=65536 rep=10000 Mflop/s=169.400 MByte/s=1355.198 
size=131072 rep=7629 Mflop/s=339.041 MByte/s=2712.327 
size=262144 rep=3814 Mflop/s=666.410 MByte/s=5331.282 
size=524288 rep=1907 Mflop/s=1318.081 MByte/s=10544.651 
size=1048576 rep=953 Mflop/s=2566.351 MByte/s=20530.810 
size=2097152 rep=476 Mflop/s=5061.829 MByte/s=40494.629 
size=4194304 rep=238 Mflop/s=8978.619 MByte/s=71828.955 
size=8388608 rep=119 Mflop/s=9402.169 MByte/s=75217.351 
size=16777216 rep=59 Mflop/s=8800.167 MByte/s=70401.335 
size=33554432 rep=29 Mflop/s=8739.323 MByte/s=69914.581 
size=67108864 rep=14 Mflop/s=8775.818 MByte/s=70206.545 
size=134217728 rep=7 Mflop/s=9490.039 MByte/s=75920.314 
size=268435456 rep=3 Mflop/s=9811.049 MByte/s=78488.395 
size=536870912 rep=1 Mflop/s=9255.234 MByte/s=74041.872 
a[] *= m cond wait
size=4096 rep=10000 Mflop/s=26.457 MByte/s=211.652 
size=8192 rep=10000 Mflop/s=54.085 MByte/s=432.677 
size=16384 rep=10000 Mflop/s=108.795 MByte/s=870.360 
size=32768 rep=10000 Mflop/s=189.032 MByte/s=1512.253 
size=65536 rep=10000 Mflop/s=394.355 MByte/s=3154.839 
size=131072 rep=7629 Mflop/s=791.931 MByte/s=6335.446 
size=262144 rep=3814 Mflop/s=1586.145 MByte/s=12689.159 
size=524288 rep=1907 Mflop/s=2979.694 MByte/s=23837.554 
size=1048576 rep=953 Mflop/s=4659.288 MByte/s=37274.302 
size=2097152 rep=476 Mflop/s=6647.535 MByte/s=53180.282 
size=4194304 rep=238 Mflop/s=8095.490 MByte/s=64763.921 
size=8388608 rep=119 Mflop/s=7322.961 MByte/s=58583.691 
size=16777216 rep=59 Mflop/s=7208.431 MByte/s=57667.451 
size=33554432 rep=29 Mflop/s=8789.207 MByte/s=70313.656 
size=67108864 rep=14 Mflop/s=9430.832 MByte/s=75446.657 
size=134217728 rep=7 Mflop/s=9614.552 MByte/s=76916.419 
size=268435456 rep=3 Mflop/s=9377.888 MByte/s=75023.102 
size=536870912 rep=1 Mflop/s=9154.245 MByte/s=73233.956 
a[] *= m barrier
size=4096 rep=10000 Mflop/s=60.924 MByte/s=487.391 
size=8192 rep=10000 Mflop/s=100.786 MByte/s=806.286 
size=16384 rep=10000 Mflop/s=158.752 MByte/s=1270.018 
size=32768 rep=10000 Mflop/s=337.094 MByte/s=2696.753 
size=65536 rep=10000 Mflop/s=697.366 MByte/s=5578.929 
size=131072 rep=7629 Mflop/s=1380.752 MByte/s=11046.014 
size=262144 rep=3814 Mflop/s=2649.851 MByte/s=21198.806 
size=524288 rep=1907 Mflop/s=4683.118 MByte/s=37464.946 
size=1048576 rep=953 Mflop/s=6390.831 MByte/s=51126.649 
size=2097152 rep=476 Mflop/s=7456.061 MByte/s=59648.490 
size=4194304 rep=238 Mflop/s=8610.951 MByte/s=68887.606 
size=8388608 rep=119 Mflop/s=8746.156 MByte/s=69969.250 
size=16777216 rep=59 Mflop/s=7118.898 MByte/s=56951.188 
size=33554432 rep=29 Mflop/s=8973.675 MByte/s=71789.400 
size=67108864 rep=14 Mflop/s=9658.682 MByte/s=77269.457 
size=134217728 rep=7 Mflop/s=9369.631 MByte/s=74957.051 
size=268435456 rep=3 Mflop/s=9705.338 MByte/s=77642.702 
size=536870912 rep=1 Mflop/s=8989.318 MByte/s=71914.546 
a[] += m
size=4096 rep=10000 Mflop/s=39.845 MByte/s=318.764 
size=8192 rep=10000 Mflop/s=83.387 MByte/s=667.092 
size=16384 rep=10000 Mflop/s=127.304 MByte/s=1018.432 
size=32768 rep=10000 Mflop/s=249.144 MByte/s=1993.152 
size=65536 rep=10000 Mflop/s=526.679 MByte/s=4213.436 
size=131072 rep=7629 Mflop/s=1563.000 MByte/s=12504.001 
size=262144 rep=3814 Mflop/s=2867.195 MByte/s=22937.558 
size=524288 rep=1907 Mflop/s=4691.047 MByte/s=37528.380 
size=1048576 rep=953 Mflop/s=6073.806 MByte/s=48590.445 
size=2097152 rep=476 Mflop/s=6895.345 MByte/s=55162.763 
size=4194304 rep=238 Mflop/s=8985.845 MByte/s=71886.763 
size=8388608 rep=119 Mflop/s=7909.247 MByte/s=63273.973 
size=16777216 rep=59 Mflop/s=7632.476 MByte/s=61059.806 
size=33554432 rep=29 Mflop/s=8939.829 MByte/s=71518.632 
size=67108864 rep=14 Mflop/s=9580.650 MByte/s=76645.202 
size=134217728 rep=7 Mflop/s=9607.220 MByte/s=76857.759 
size=268435456 rep=3 Mflop/s=8964.280 MByte/s=71714.239 
size=536870912 rep=1 Mflop/s=10367.441 MByte/s=82939.528 
a[] = a[]*m+b
size=4096 rep=10000 Mflop/s=118.107 MByte/s=472.429 
size=8192 rep=10000 Mflop/s=247.928 MByte/s=991.710 
size=16384 rep=10000 Mflop/s=484.778 MByte/s=1939.113 
size=32768 rep=10000 Mflop/s=850.878 MByte/s=3403.511 
size=65536 rep=10000 Mflop/s=1715.581 MByte/s=6862.322 
size=131072 rep=7629 Mflop/s=3158.441 MByte/s=12633.762 
size=262144 rep=3814 Mflop/s=5271.515 MByte/s=21086.059 
size=524288 rep=1907 Mflop/s=9232.970 MByte/s=36931.881 
size=1048576 rep=953 Mflop/s=13563.243 MByte/s=54252.970 
size=2097152 rep=476 Mflop/s=17376.987 MByte/s=69507.949 
size=4194304 rep=238 Mflop/s=15864.333 MByte/s=63457.333 
size=8388608 rep=119 Mflop/s=17219.254 MByte/s=68877.015 
size=16777216 rep=59 Mflop/s=15236.653 MByte/s=60946.614 
size=33554432 rep=29 Mflop/s=16952.689 MByte/s=67810.758 
size=67108864 rep=14 Mflop/s=19115.256 MByte/s=76461.026 
size=134217728 rep=7 Mflop/s=18860.772 MByte/s=75443.088 
size=268435456 rep=3 Mflop/s=19253.137 MByte/s=77012.550 
size=536870912 rep=1 Mflop/s=20030.562 MByte/s=80122.247 
x[] = a[]*b[]
size=4096 rep=10000 Mflop/s=61.702 MByte/s=740.419 
size=8192 rep=10000 Mflop/s=122.953 MByte/s=1475.438 
size=16384 rep=10000 Mflop/s=233.808 MByte/s=2805.694 
size=32768 rep=10000 Mflop/s=467.558 MByte/s=5610.702 
size=65536 rep=10000 Mflop/s=868.409 MByte/s=10420.904 
size=131072 rep=7629 Mflop/s=1671.626 MByte/s=20059.513 
size=262144 rep=3814 Mflop/s=3028.441 MByte/s=36341.287 
size=524288 rep=1907 Mflop/s=4908.566 MByte/s=58902.796 
size=1048576 rep=953 Mflop/s=6732.113 MByte/s=80785.356 
size=2097152 rep=476 Mflop/s=8262.013 MByte/s=99144.152 
size=4194304 rep=238 Mflop/s=4587.795 MByte/s=55053.541 
size=8388608 rep=119 Mflop/s=3979.450 MByte/s=47753.405 
size=16777216 rep=59 Mflop/s=4269.999 MByte/s=51239.992 
size=33554432 rep=29 Mflop/s=4385.117 MByte/s=52621.402 
size=67108864 rep=14 Mflop/s=4175.638 MByte/s=50107.656 
size=134217728 rep=7 Mflop/s=4224.627 MByte/s=50695.519 
size=268435456 rep=3 Mflop/s=4232.950 MByte/s=50795.405 
size=536870912 rep=1 Mflop/s=4230.970 MByte/s=50771.642 
x[] = a[]*b[]+x[]
size=4096 rep=10000 Mflop/s=120.435 MByte/s=963.483 
size=8192 rep=10000 Mflop/s=244.122 MByte/s=1952.974 
size=16384 rep=10000 Mflop/s=403.590 MByte/s=3228.717 
size=32768 rep=10000 Mflop/s=862.956 MByte/s=6903.647 
size=65536 rep=10000 Mflop/s=1850.629 MByte/s=14805.028 
size=131072 rep=7629 Mflop/s=3517.960 MByte/s=28143.681 
size=262144 rep=3814 Mflop/s=6341.586 MByte/s=50732.690 
size=524288 rep=1907 Mflop/s=9574.161 MByte/s=76593.284 
size=1048576 rep=953 Mflop/s=14336.528 MByte/s=114692.228 
size=2097152 rep=476 Mflop/s=15947.025 MByte/s=127576.197 
size=4194304 rep=238 Mflop/s=9085.560 MByte/s=72684.480 
size=8388608 rep=119 Mflop/s=8170.259 MByte/s=65362.075 
size=16777216 rep=59 Mflop/s=8750.996 MByte/s=70007.966 
size=33554432 rep=29 Mflop/s=8827.376 MByte/s=70619.012 
size=67108864 rep=14 Mflop/s=8957.673 MByte/s=71661.382 
size=134217728 rep=7 Mflop/s=8982.464 MByte/s=71859.714 
size=268435456 rep=3 Mflop/s=9086.733 MByte/s=72693.864 
size=536870912 rep=1 Mflop/s=9179.814 MByte/s=73438.510 
