Total memory allocated 3906 Mbytes
Loop size              325 Mfloats
size=65536 rep=5208 Mflops=4124.357 MByte/s=4124.357 
size=131072 rep=2604 Mflops=4117.614 MByte/s=4117.614 
size=262144 rep=1302 Mflops=4107.419 MByte/s=4107.419 
size=524288 rep=651 Mflops=3886.905 MByte/s=3886.905 
size=1048576 rep=325 Mflops=3193.336 MByte/s=3193.336 
size=2097152 rep=162 Mflops=3280.443 MByte/s=3280.443 
size=4194304 rep=81 Mflops=3275.850 MByte/s=3275.850 
size=8388608 rep=40 Mflops=3270.725 MByte/s=3270.725 
size=16777216 rep=20 Mflops=3262.319 MByte/s=3262.319 
size=33554432 rep=10 Mflops=3265.564 MByte/s=3265.564 
size=67108864 rep=5 Mflops=3262.231 MByte/s=3262.231 
size=134217728 rep=2 Mflops=3260.137 MByte/s=3260.137 
size=268435456 rep=1 Mflops=3263.234 MByte/s=3263.234 
