Compiler GNU
 Version 9.2.0
 CFLAGS -Ofast -march=native -mfma -mavx -funroll-all-loops
Total memory allocated 11444 Mbytes 
Loop size              953 Mfloats
size=8388608 rep=119 Mflop/s=1476.925 MByte/s=5907.700 
size=16777216 rep=59 Mflop/s=1475.117 MByte/s=5900.470 
size=33554432 rep=29 Mflop/s=1463.910 MByte/s=5855.638 
size=67108864 rep=14 Mflop/s=1419.357 MByte/s=5677.426 
size=134217728 rep=7 Mflop/s=1368.528 MByte/s=5474.113 
size=268435456 rep=3 Mflop/s=1231.007 MByte/s=4924.030 
size=536870912 rep=1 Mflop/s=902.765 MByte/s=3611.060 
a[] = (float)k*m+b single thread
size=4096 rep=10000 Mflop/s=2256.735 MByte/s=4513.469 
size=8192 rep=10000 Mflop/s=2235.911 MByte/s=4471.822 
size=16384 rep=10000 Mflop/s=2266.958 MByte/s=4533.916 
size=32768 rep=10000 Mflop/s=2279.497 MByte/s=4558.994 
size=65536 rep=10000 Mflop/s=2267.586 MByte/s=4535.172 
size=131072 rep=7629 Mflop/s=2326.722 MByte/s=4653.444 
size=262144 rep=3814 Mflop/s=2336.694 MByte/s=4673.389 
size=524288 rep=1907 Mflop/s=2346.330 MByte/s=4692.660 
size=1048576 rep=953 Mflop/s=2317.007 MByte/s=4634.013 
size=2097152 rep=476 Mflop/s=2284.502 MByte/s=4569.004 
size=4194304 rep=238 Mflop/s=2328.859 MByte/s=4657.719 
size=8388608 rep=119 Mflop/s=2335.585 MByte/s=4671.169 
size=16777216 rep=59 Mflop/s=2301.316 MByte/s=4602.632 
size=33554432 rep=29 Mflop/s=2296.761 MByte/s=4593.521 
size=67108864 rep=14 Mflop/s=2258.597 MByte/s=4517.194 
size=134217728 rep=7 Mflop/s=2163.811 MByte/s=4327.622 
size=268435456 rep=3 Mflop/s=1970.585 MByte/s=3941.170 
size=536870912 rep=1 Mflop/s=1497.617 MByte/s=2995.235 
a[] =(float)k*m+b simple fork
size=4096 rep=10000 Mflop/s=67.662 MByte/s=135.325 
size=8192 rep=10000 Mflop/s=124.688 MByte/s=249.377 
size=16384 rep=10000 Mflop/s=241.224 MByte/s=482.448 
size=32768 rep=10000 Mflop/s=449.147 MByte/s=898.295 
size=65536 rep=10000 Mflop/s=815.775 MByte/s=1631.549 
size=131072 rep=7629 Mflop/s=1488.155 MByte/s=2976.310 
size=262144 rep=3814 Mflop/s=2101.355 MByte/s=4202.711 
size=524288 rep=1907 Mflop/s=2532.459 MByte/s=5064.917 
size=1048576 rep=953 Mflop/s=2369.945 MByte/s=4739.890 
size=2097152 rep=476 Mflop/s=2576.277 MByte/s=5152.554 
size=4194304 rep=238 Mflop/s=3304.454 MByte/s=6608.908 
size=8388608 rep=119 Mflop/s=4243.694 MByte/s=8487.388 
size=16777216 rep=59 Mflop/s=5215.548 MByte/s=10431.096 
size=33554432 rep=29 Mflop/s=6155.644 MByte/s=12311.287 
size=67108864 rep=14 Mflop/s=5611.962 MByte/s=11223.924 
size=134217728 rep=7 Mflop/s=6308.344 MByte/s=12616.688 
size=268435456 rep=3 Mflop/s=6654.036 MByte/s=13308.073 
size=536870912 rep=1 Mflop/s=6319.970 MByte/s=12639.940 
a[] =k*m+b simple fork
size=4096 rep=10000 Mflop/s=67.898 MByte/s=135.795 
size=8192 rep=10000 Mflop/s=135.066 MByte/s=270.133 
size=16384 rep=10000 Mflop/s=264.139 MByte/s=528.277 
size=32768 rep=10000 Mflop/s=508.941 MByte/s=1017.881 
size=65536 rep=10000 Mflop/s=907.247 MByte/s=1814.494 
size=131072 rep=7629 Mflop/s=1737.992 MByte/s=3475.983 
size=262144 rep=3814 Mflop/s=3083.593 MByte/s=6167.186 
size=524288 rep=1907 Mflop/s=5087.388 MByte/s=10174.776 
size=1048576 rep=953 Mflop/s=5939.688 MByte/s=11879.377 
size=2097152 rep=476 Mflop/s=5307.284 MByte/s=10614.568 
size=4194304 rep=238 Mflop/s=5559.599 MByte/s=11119.199 
size=8388608 rep=119 Mflop/s=6336.693 MByte/s=12673.387 
size=16777216 rep=59 Mflop/s=6511.593 MByte/s=13023.187 
size=33554432 rep=29 Mflop/s=6843.533 MByte/s=13687.065 
size=67108864 rep=14 Mflop/s=6851.417 MByte/s=13702.834 
size=134217728 rep=7 Mflop/s=7103.825 MByte/s=14207.650 
size=268435456 rep=3 Mflop/s=6896.841 MByte/s=13793.681 
size=536870912 rep=1 Mflop/s=7114.161 MByte/s=14228.321 
a[] *= m single thread
size=4096 rep=10000 Mflop/s=3352.054 MByte/s=26816.433 
size=8192 rep=10000 Mflop/s=3613.230 MByte/s=28905.841 
size=16384 rep=10000 Mflop/s=3620.762 MByte/s=28966.099 
size=32768 rep=10000 Mflop/s=3593.030 MByte/s=28744.236 
size=65536 rep=10000 Mflop/s=3555.639 MByte/s=28445.111 
size=131072 rep=7629 Mflop/s=3591.256 MByte/s=28730.051 
size=262144 rep=3814 Mflop/s=3530.766 MByte/s=28246.127 
size=524288 rep=1907 Mflop/s=3554.376 MByte/s=28435.007 
size=1048576 rep=953 Mflop/s=3022.873 MByte/s=24182.983 
size=2097152 rep=476 Mflop/s=1940.747 MByte/s=15525.979 
size=4194304 rep=238 Mflop/s=2181.100 MByte/s=17448.803 
size=8388608 rep=119 Mflop/s=2199.240 MByte/s=17593.924 
size=16777216 rep=59 Mflop/s=2209.830 MByte/s=17678.639 
size=33554432 rep=29 Mflop/s=2224.719 MByte/s=17797.751 
size=67108864 rep=14 Mflop/s=2268.373 MByte/s=18146.981 
size=134217728 rep=7 Mflop/s=2286.473 MByte/s=18291.786 
size=268435456 rep=3 Mflop/s=2233.248 MByte/s=17865.982 
size=536870912 rep=1 Mflop/s=2248.197 MByte/s=17985.579 
a[] *= m simple fork
size=4096 rep=10000 Mflop/s=33.050 MByte/s=264.399 
size=8192 rep=10000 Mflop/s=66.855 MByte/s=534.840 
size=16384 rep=10000 Mflop/s=128.165 MByte/s=1025.318 
size=32768 rep=10000 Mflop/s=259.503 MByte/s=2076.025 
size=65536 rep=10000 Mflop/s=464.448 MByte/s=3715.587 
size=131072 rep=7629 Mflop/s=878.022 MByte/s=7024.175 
size=262144 rep=3814 Mflop/s=1497.926 MByte/s=11983.411 
size=524288 rep=1907 Mflop/s=2722.872 MByte/s=21782.974 
size=1048576 rep=953 Mflop/s=3078.745 MByte/s=24629.957 
size=2097152 rep=476 Mflop/s=2635.402 MByte/s=21083.215 
size=4194304 rep=238 Mflop/s=2894.648 MByte/s=23157.187 
size=8388608 rep=119 Mflop/s=3089.604 MByte/s=24716.835 
size=16777216 rep=59 Mflop/s=3248.172 MByte/s=25985.373 
size=33554432 rep=29 Mflop/s=3414.312 MByte/s=27314.500 
size=67108864 rep=14 Mflop/s=3412.231 MByte/s=27297.850 
size=134217728 rep=7 Mflop/s=3501.019 MByte/s=28008.154 
size=268435456 rep=3 Mflop/s=3472.860 MByte/s=27782.882 
size=536870912 rep=1 Mflop/s=3562.954 MByte/s=28503.634 
a[] *= m cond wait
size=4096 rep=10000 Mflop/s=42.991 MByte/s=343.928 
size=8192 rep=10000 Mflop/s=85.186 MByte/s=681.490 
size=16384 rep=10000 Mflop/s=170.395 MByte/s=1363.161 
size=32768 rep=10000 Mflop/s=335.668 MByte/s=2685.345 
size=65536 rep=10000 Mflop/s=637.696 MByte/s=5101.569 
size=131072 rep=7629 Mflop/s=1113.298 MByte/s=8906.382 
size=262144 rep=3814 Mflop/s=1938.261 MByte/s=15506.087 
size=524288 rep=1907 Mflop/s=3004.646 MByte/s=24037.167 
size=1048576 rep=953 Mflop/s=4087.592 MByte/s=32700.737 
size=2097152 rep=476 Mflop/s=3192.401 MByte/s=25539.211 
size=4194304 rep=238 Mflop/s=3029.171 MByte/s=24233.367 
size=8388608 rep=119 Mflop/s=3276.473 MByte/s=26211.782 
size=16777216 rep=59 Mflop/s=3324.199 MByte/s=26593.589 
size=33554432 rep=29 Mflop/s=3438.742 MByte/s=27509.939 
size=67108864 rep=14 Mflop/s=3494.511 MByte/s=27956.091 
size=134217728 rep=7 Mflop/s=3436.876 MByte/s=27495.006 
size=268435456 rep=3 Mflop/s=3549.048 MByte/s=28392.380 
size=536870912 rep=1 Mflop/s=3558.516 MByte/s=28468.125 
a[] *= m barrier
size=4096 rep=10000 Mflop/s=83.303 MByte/s=666.423 
size=8192 rep=10000 Mflop/s=166.385 MByte/s=1331.077 
size=16384 rep=10000 Mflop/s=323.674 MByte/s=2589.393 
size=32768 rep=10000 Mflop/s=597.310 MByte/s=4778.481 
size=65536 rep=10000 Mflop/s=1155.118 MByte/s=9240.947 
size=131072 rep=7629 Mflop/s=1907.481 MByte/s=15259.851 
size=262144 rep=3814 Mflop/s=2676.017 MByte/s=21408.137 
size=524288 rep=1907 Mflop/s=3274.853 MByte/s=26198.824 
size=1048576 rep=953 Mflop/s=3753.399 MByte/s=30027.194 
size=2097152 rep=476 Mflop/s=3586.302 MByte/s=28690.418 
size=4194304 rep=238 Mflop/s=3212.827 MByte/s=25702.616 
size=8388608 rep=119 Mflop/s=3226.832 MByte/s=25814.657 
size=16777216 rep=59 Mflop/s=3378.919 MByte/s=27031.353 
size=33554432 rep=29 Mflop/s=3418.822 MByte/s=27350.577 
size=67108864 rep=14 Mflop/s=3441.674 MByte/s=27533.390 
size=134217728 rep=7 Mflop/s=3543.840 MByte/s=28350.719 
size=268435456 rep=3 Mflop/s=3519.846 MByte/s=28158.770 
size=536870912 rep=1 Mflop/s=3425.629 MByte/s=27405.031 
a[] += m
size=4096 rep=10000 Mflop/s=86.569 MByte/s=692.549 
size=8192 rep=10000 Mflop/s=172.763 MByte/s=1382.102 
size=16384 rep=10000 Mflop/s=315.326 MByte/s=2522.610 
size=32768 rep=10000 Mflop/s=614.805 MByte/s=4918.441 
size=65536 rep=10000 Mflop/s=1096.596 MByte/s=8772.767 
size=131072 rep=7629 Mflop/s=1845.905 MByte/s=14767.243 
size=262144 rep=3814 Mflop/s=2446.055 MByte/s=19568.443 
size=524288 rep=1907 Mflop/s=3250.796 MByte/s=26006.366 
size=1048576 rep=953 Mflop/s=3576.279 MByte/s=28610.231 
size=2097152 rep=476 Mflop/s=3315.739 MByte/s=26525.914 
size=4194304 rep=238 Mflop/s=3188.008 MByte/s=25504.064 
size=8388608 rep=119 Mflop/s=3231.509 MByte/s=25852.072 
size=16777216 rep=59 Mflop/s=3383.262 MByte/s=27066.100 
size=33554432 rep=29 Mflop/s=3377.386 MByte/s=27019.088 
size=67108864 rep=14 Mflop/s=3499.712 MByte/s=27997.694 
size=134217728 rep=7 Mflop/s=3484.149 MByte/s=27873.192 
size=268435456 rep=3 Mflop/s=3562.372 MByte/s=28498.979 
size=536870912 rep=1 Mflop/s=3499.447 MByte/s=27995.577 
a[] = a[]*m+b
size=4096 rep=10000 Mflop/s=171.501 MByte/s=686.002 
size=8192 rep=10000 Mflop/s=343.155 MByte/s=1372.621 
size=16384 rep=10000 Mflop/s=645.432 MByte/s=2581.728 
size=32768 rep=10000 Mflop/s=1176.836 MByte/s=4707.345 
size=65536 rep=10000 Mflop/s=2285.354 MByte/s=9141.415 
size=131072 rep=7629 Mflop/s=3745.284 MByte/s=14981.135 
size=262144 rep=3814 Mflop/s=4755.179 MByte/s=19020.716 
size=524288 rep=1907 Mflop/s=6093.763 MByte/s=24375.053 
size=1048576 rep=953 Mflop/s=6674.751 MByte/s=26699.004 
size=2097152 rep=476 Mflop/s=6606.191 MByte/s=26424.765 
size=4194304 rep=238 Mflop/s=6335.330 MByte/s=25341.320 
size=8388608 rep=119 Mflop/s=6628.918 MByte/s=26515.674 
size=16777216 rep=59 Mflop/s=6640.953 MByte/s=26563.812 
size=33554432 rep=29 Mflop/s=6764.771 MByte/s=27059.085 
size=67108864 rep=14 Mflop/s=7044.505 MByte/s=28178.020 
size=134217728 rep=7 Mflop/s=6873.072 MByte/s=27492.289 
size=268435456 rep=3 Mflop/s=7118.372 MByte/s=28473.487 
size=536870912 rep=1 Mflop/s=7104.993 MByte/s=28419.972 
x[] = a[]*b[]
size=4096 rep=10000 Mflop/s=83.037 MByte/s=996.446 
size=8192 rep=10000 Mflop/s=173.051 MByte/s=2076.608 
size=16384 rep=10000 Mflop/s=340.750 MByte/s=4088.998 
size=32768 rep=10000 Mflop/s=620.799 MByte/s=7449.586 
size=65536 rep=10000 Mflop/s=1192.065 MByte/s=14304.774 
size=131072 rep=7629 Mflop/s=2083.999 MByte/s=25007.994 
size=262144 rep=3814 Mflop/s=3094.106 MByte/s=37129.272 
size=524288 rep=1907 Mflop/s=1821.224 MByte/s=21854.685 
size=1048576 rep=953 Mflop/s=1561.909 MByte/s=18742.903 
size=2097152 rep=476 Mflop/s=1601.064 MByte/s=19212.770 
size=4194304 rep=238 Mflop/s=1607.253 MByte/s=19287.033 
size=8388608 rep=119 Mflop/s=1635.039 MByte/s=19620.469 
size=16777216 rep=59 Mflop/s=1659.494 MByte/s=19913.925 
size=33554432 rep=29 Mflop/s=1662.150 MByte/s=19945.805 
size=67108864 rep=14 Mflop/s=1679.333 MByte/s=20151.991 
size=134217728 rep=7 Mflop/s=1679.837 MByte/s=20158.039 
size=268435456 rep=3 Mflop/s=1679.827 MByte/s=20157.927 
size=536870912 rep=1 Mflop/s=1700.813 MByte/s=20409.751 
x[] = a[]*b[]+x[]
size=4096 rep=10000 Mflop/s=174.358 MByte/s=1394.861 
size=8192 rep=10000 Mflop/s=335.185 MByte/s=2681.480 
size=16384 rep=10000 Mflop/s=659.305 MByte/s=5274.440 
size=32768 rep=10000 Mflop/s=1253.044 MByte/s=10024.354 
size=65536 rep=10000 Mflop/s=2327.917 MByte/s=18623.332 
size=131072 rep=7629 Mflop/s=4014.331 MByte/s=32114.646 
size=262144 rep=3814 Mflop/s=6228.748 MByte/s=49829.983 
size=524288 rep=1907 Mflop/s=3673.382 MByte/s=29387.055 
size=1048576 rep=953 Mflop/s=3108.411 MByte/s=24867.286 
size=2097152 rep=476 Mflop/s=3185.024 MByte/s=25480.191 
size=4194304 rep=238 Mflop/s=3201.679 MByte/s=25613.433 
size=8388608 rep=119 Mflop/s=3265.222 MByte/s=26121.776 
size=16777216 rep=59 Mflop/s=3321.412 MByte/s=26571.295 
size=33554432 rep=29 Mflop/s=3345.512 MByte/s=26764.096 
size=67108864 rep=14 Mflop/s=3357.361 MByte/s=26858.885 
size=134217728 rep=7 Mflop/s=3378.516 MByte/s=27028.131 
size=268435456 rep=3 Mflop/s=3375.897 MByte/s=27007.176 
size=536870912 rep=1 Mflop/s=3370.067 MByte/s=26960.537 
